,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
230,Пространство,real_estate_agent,https://ekb.cian.ru/sale/flat/309600663/,Екатеринбург,sale,flat,1,5,3,75.0,-1,0,4950000,1959,-1,-1,-1,-1,51 м²,10 м²,79826516591,Орджоникидзевский,переулок Суворовский,19,Уралмаш,
231,САМОЛЁТ ПЛЮС ЕКАТЕРИНБУРГ,real_estate_agent,https://ekb.cian.ru/sale/flat/304949803/,Екатеринбург,sale,flat,3,4,3,54.0,-1,0,4950000,1960,-1,-1,-1,-1,38 м²,6 м²,79090306139,Железнодорожный, Конотопская,6,Машиностроителей,
232,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/307539123/,Екатеринбург,sale,flat,4,5,3,57.3,-1,0,5250000,1987,-1,-1,-1,-1,39 м²,7 м²,79126131531,Железнодорожный, Билимбаевская,27к1,Уралмаш,
233,Азамат Султанов,realtor,https://ekb.cian.ru/sale/flat/298900454/,Екатеринбург,sale,flat,2,9,3,58.6,-1,0,5290000,Позвоните автору,-1,-1,-1,-1,40 м²,7 м²,79126219062,Верх-Исетский, Крауля,48/2,Геологическая,
234,Азамат Султанов,realtor,https://ekb.cian.ru/sale/flat/288250461/,Екатеринбург,sale,flat,2,5,3,58.0,-1,0,5290000,-1,-1,-1,-1,-1,39 м²,7 м²,79126219062,Кировский, Уральская,52к3,Уральская,
235,Виталия,real_estate_agent,https://ekb.cian.ru/sale/flat/306300241/,Екатеринбург,sale,flat,4,5,3,56.7,-1,0,5250000,1967,-1,-1,-1,-1,38 м²,6 м²,79122332810,Орджоникидзевский, Восстания,7,Проспект Космонавтов,
236,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/300326563/,Екатеринбург,sale,flat,10,10,3,64.1,-1,0,5250000,-1,-1,-1,-1,-1,"40,4 м²",8 м²,79126916370,Октябрьский, Белоярская,17,Геологическая,
237,Ориентир. Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/305910666/,Екатеринбург,sale,flat,3,5,3,58.7,-1,0,5290000,1975,-1,-1,-1,-1,"44,4 м²","7,1 м²",79826877844,Железнодорожный, Билимбаевская,20,Уралмаш,
238,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/309527754/,Екатеринбург,sale,flat,5,9,3,58.3,-1,0,5349000,-1,-1,-1,-1,-1,"38,3 м²",7 м²,79126924687,Орджоникидзевский, Восстания,110,Проспект Космонавтов,
239,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/298726382/,Екатеринбург,sale,flat,5,5,3,61.0,-1,0,5500000,1971,-1,-1,-1,-1,37 м²,14 м²,79125708115,Орджоникидзевский, Шефская,89к2,Проспект Космонавтов,
241,Русский Дом МК,real_estate_agent,https://ekb.cian.ru/sale/flat/304459922/,Екатеринбург,sale,flat,8,9,3,60.4,-1,0,5590000,1976,-1,-1,-1,-1,"37,8 м²","8,8 м²",79058051523,Орджоникидзевский, Баумана,49,Уралмаш,
242,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/299924795/,Екатеринбург,sale,flat,1,5,3,60.1,-1,0,5500000,-1,-1,-1,-1,-1,46 м²,6 м²,79126131865,Октябрьский,тракт Сибирский,6,Геологическая,
244,Век-21,real_estate_agent,https://ekb.cian.ru/sale/flat/309244029/,Екатеринбург,sale,flat,7,9,3,63.0,-1,0,5699000,-1,-1,-1,-1,-1,43 м²,7 м²,79826307483,Ленинский, Начдива Онуфриева,44,Чкаловская,
245,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/309686392/,Екатеринбург,sale,flat,5,5,3,53.4,-1,0,5700000,1979,-1,-1,-1,-1,37 м²,9 м²,79826117431,Чкаловский, Самолетная,25,Ботаническая,
246,Ваша Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/308034890/,Екатеринбург,sale,flat,9,9,3,63.7,-1,0,5700000,1966,-1,-1,-1,-1,-1,6 м²,79126206175,Кировский, Сыромолотова,20,Площадь 1905 года,
247,TIME-HOME,real_estate_agent,https://ekb.cian.ru/sale/flat/308178950/,Екатеринбург,sale,flat,3,3,3,79.2,-1,0,5700000,1954,-1,-1,-1,-1,55 м²,8 м²,79122521393,Железнодорожный, Техническая,64,Уральская,
248,Андрей Никитин,realtor,https://ekb.cian.ru/sale/flat/219963752/,Екатеринбург,sale,flat,4,9,3,57.0,-1,0,5700000,1972,-1,-1,-1,-1,40 м²,"7,8 м²",79162664359,Ленинский, Серафимы Дерябиной,43,Геологическая,
250,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/307990168/,Екатеринбург,sale,flat,7,9,3,63.1,-1,0,6100000,1989,-1,-1,-1,-1,-1,10 м²,79090306998,Октябрьский, Латвийская,45,Геологическая,
251,Самолет Плюс,real_estate_agent,https://ekb.cian.ru/sale/flat/303375269/,Екатеринбург,sale,flat,4,10,3,63.0,-1,0,6120000,-1,-1,-1,-1,-1,41 м²,8 м²,79090300114,Октябрьский,тракт Сибирский,33А,Геологическая,
252,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/307657250/,Екатеринбург,sale,flat,1,5,3,62.5,-1,0,6100000,1964,-1,-1,-1,-1,44 м²,6 м²,79126103127,Центр, Челюскинцев,110,Уральская,
254,Домкомм,real_estate_agent,https://ekb.cian.ru/sale/flat/307839236/,Екатеринбург,sale,flat,2,4,3,77.5,-1,0,6100000,-1,-1,-1,-1,-1,47 м²,9 м²,79120511073,Орджоникидзевский, Краснофлотцев,2,Уралмаш,
256,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/308486823/,Екатеринбург,sale,flat,8,14,3,64.0,-1,0,6300000,1975,-1,-1,-1,-1,43 м²,"8,5 м²",79122631648,Орджоникидзевский, Ломоносова,55,Проспект Космонавтов,
257,Домкомм,real_estate_agent,https://ekb.cian.ru/sale/flat/302124292/,Екатеринбург,sale,flat,2,5,3,70.0,-1,0,6300000,1958,-1,-1,-1,-1,50 м²,6 м²,79126104907,Орджоникидзевский, Баумана,19,Уралмаш,
258,Метражи,real_estate_agent,https://ekb.cian.ru/sale/flat/307764356/,Екатеринбург,sale,flat,5,6,3,55.7,-1,0,6300000,1964,-1,-1,-1,-1,"43,3 м²","5,7 м²",79126916885,Центр, Малышева,7,Площадь 1905 года,
259,Елена Ганиева,realtor,https://ekb.cian.ru/sale/flat/307887101/,Екатеринбург,sale,flat,3,6,3,71.3,-1,0,6500000,-1,-1,-1,-1,-1,58 м²,10 м²,79827322168,Чкаловский, Походная,71,Ботаническая,
260,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/308782210/,Екатеринбург,sale,flat,4,9,3,60.0,-1,0,6500000,1976,-1,-1,-1,-1,41 м²,6 м²,79125708115,Орджоникидзевский, Кузнецова,14,Уралмаш,
261,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/309381658/,Екатеринбург,sale,flat,5,5,3,58.3,-1,0,6500000,1963,-1,-1,-1,-1,"39,7 м²",8 м²,79126561742,Центр, Куйбышева,123,Геологическая,
262,Миэль Офис в Екатеринбурге,real_estate_agent,https://ekb.cian.ru/sale/flat/291722795/,Екатеринбург,sale,flat,3,9,3,65.0,-1,0,6800000,1982,-1,-1,-1,-1,47 м²,12 м²,79826318850,Кировский, Новгородцевой,3,Площадь 1905 года,
263,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/305366634/,Екатеринбург,sale,flat,3,5,3,76.7,-1,0,6800000,2006,-1,-1,-1,-1,28 м²,15 м²,79827410396,Железнодорожный, Техническая,94,Уральская,
264,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306692018/,Екатеринбург,sale,flat,4,9,3,80.0,-1,0,6850000,1982,-1,-1,-1,-1,"49,5 м²",10 м²,79126539912,Орджоникидзевский, Индустрии,30,Уралмаш,
265,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/308619948/,Екатеринбург,sale,flat,10,10,3,65.0,-1,0,6845000,1993,-1,-1,-1,-1,40 м²,8 м²,79126312578,Чкаловский, Академика Шварца,12к2,Ботаническая,
266,5 Авеню,real_estate_agent,https://ekb.cian.ru/sale/flat/309159731/,Екатеринбург,sale,flat,7,9,3,73.2,-1,0,7000000,1989,-1,-1,-1,-1,"46,3 м²","8,2 м²",79826317842,Чкаловский, Белинского,218/1,Ботаническая,
267,NOVA DOM,real_estate_agent,https://ekb.cian.ru/sale/flat/309276442/,Екатеринбург,sale,flat,3,4,3,67.3,-1,0,7000000,-1,-1,-1,-1,-1,48 м²,"9,5 м²",79122502898,Октябрьский,тракт Сибирский,2,Геологическая,
268,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/308244572/,Екатеринбург,sale,flat,8,9,3,66.2,-1,0,7000000,1990,-1,-1,-1,-1,-1,20 м²,79623861924,Орджоникидзевский,переулок Замятина,38к3,Машиностроителей,
269,ОбменКвартир,real_estate_agent,https://ekb.cian.ru/sale/flat/306346196/,Екатеринбург,sale,flat,2,9,3,64.1,-1,0,7299000,1979,-1,-1,-1,-1,41 м²,"8,6 м²",79826874150,Кировский,бульвар Сиреневый,3,Площадь 1905 года,
270,Содружество,real_estate_agent,https://ekb.cian.ru/sale/flat/302579962/,Екатеринбург,sale,flat,10,10,3,62.7,-1,0,7280000,1994,-1,-1,-1,-1,40 м²,8 м²,79826884500,Чкаловский, Родонитовая,15,Ботаническая,
271,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/307805834/,Екатеринбург,sale,flat,6,16,3,41.7,-1,0,7290000,2020,-1,-1,-1,-1,30 м²,4 м²,79126107009,Чкаловский, Чемпионов,1,Ботаническая,
272,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/309522090/,Екатеринбург,sale,flat,7,16,3,65.0,-1,0,7320000,1990,-1,-1,-1,-1,41 м²,"9,5 м²",79827209765,Орджоникидзевский, Победы,37,Проспект Космонавтов,
273,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/305598528/,Екатеринбург,sale,flat,10,10,3,62.5,-1,0,7300000,1997,-1,-1,-1,-1,-1,8 м²,79126009107,Чкаловский, Родонитовая,6,Ботаническая,
274,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/308583800/,Екатеринбург,sale,flat,4,5,3,60.0,-1,0,7399000,1961,-1,-1,-1,-1,46 м²,7 м²,79090302964,Верх-Исетский, Пальмиро Тольятти,9,Геологическая,
275,ГРАНАТ,real_estate_agent,https://ekb.cian.ru/sale/flat/307526943/,Екатеринбург,sale,flat,14,16,3,88.2,-1,0,7400000,2014,-1,-1,-1,-1,"52,4 м²","30,2 м²",79826010208,Октябрьский, Яскина,12,Геологическая,
276,ПроектУрал,real_estate_agent,https://ekb.cian.ru/sale/flat/307628327/,Екатеринбург,sale,flat,3,9,3,54.0,-1,0,7350000,2024,-1,-1,-1,-1,"19,3 м²","19,3 м²",79122060793,,,,Ботаническая,Брусника в Академическом ЖК
277,Уральский Дом Недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/308941505/,Екатеринбург,sale,flat,2,5,3,58.2,-1,0,7650000,-1,-1,-1,-1,-1,39 м²,7 м²,79122850916,Кировский, Советская,18,Динамо,
278,Жизнь,real_estate_agent,https://ekb.cian.ru/sale/flat/307535131/,Екатеринбург,sale,flat,9,9,3,61.4,-1,0,7700000,1977,-1,-1,-1,-1,44 м²,7 м²,79826942368,Верх-Исетский, Пирогова,4,Площадь 1905 года,
279,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/298729589/,Екатеринбург,sale,flat,3,9,3,69.7,-1,0,7800000,2024,-1,-1,-1,-1,-1,"24,7 м²",79090307416,Железнодорожный,Сортировочный жилрайон,,Уральская,Квартал Депо ЖК
280,5 Авеню,real_estate_agent,https://ekb.cian.ru/sale/flat/306687406/,Екатеринбург,sale,flat,7,12,3,79.0,-1,0,8000000,-1,-1,-1,-1,-1,50 м²,11 м²,79126916162,Чкаловский, Родонитовая,36,Ботаническая,
281,Ярмарка,real_estate_agent,https://ekb.cian.ru/sale/flat/306229873/,Екатеринбург,sale,flat,9,16,3,68.9,-1,0,8000000,2019,-1,-1,-1,-1,"42,4 м²","11,2 м²",79126719902,, Академика Парина,38/4,Геологическая,
282,Регион-Маркет,real_estate_agent,https://ekb.cian.ru/sale/flat/307379504/,Екатеринбург,sale,flat,5,9,3,76.0,-1,0,8000000,2014,-1,-1,-1,-1,42 м²,12 м²,79126907421,, Павла Шаманова,4,Геологическая,
283,Жизнь,real_estate_agent,https://ekb.cian.ru/sale/flat/307647444/,Екатеринбург,sale,flat,3,9,3,83.0,-1,0,8000000,1979,-1,-1,-1,-1,38 м²,8 м²,79826942368,Кировский, Сыромолотова,24,Площадь 1905 года,
284,Алёна Полинская,realtor,https://ekb.cian.ru/sale/flat/303368206/,Екатеринбург,sale,flat,8,10,3,63.7,-1,0,8049000,1994,-1,-1,-1,-1,-1,9 м²,79193902964,Чкаловский, Академика Шварца,12к1,Ботаническая,
285,Жизнь,real_estate_agent,https://ekb.cian.ru/sale/flat/308087675/,Екатеринбург,sale,flat,4,10,3,61.8,-1,0,8100000,2007,-1,-1,-1,-1,"39,3 м²","7,7 м²",79826942368,Верх-Исетский, Волгоградская,220,Геологическая,
286,Столица,real_estate_agent,https://ekb.cian.ru/sale/flat/307695799/,Екатеринбург,sale,flat,5,5,3,77.0,-1,0,8100000,1984,-1,-1,-1,-1,"31,2 м²","35,2 м²",79122204710,, Белинского,216,Ботаническая,
287,Регион-Маркет,real_estate_agent,https://ekb.cian.ru/sale/flat/305811285/,Екатеринбург,sale,flat,9,10,3,75.0,-1,0,8499000,2014,-1,-1,-1,-1,43 м²,14 м²,79126562008,, Анатолия Муранова,18,Геологическая,
288,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/307985889/,Екатеринбург,sale,flat,2,17,3,67.2,-1,0,8500000,2021,-1,-1,-1,-1,"36,1 м²","15,8 м²",79826912835,, Евгения Савкова,23,Геологическая,
289,Green Garden,real_estate_agent,https://ekb.cian.ru/sale/flat/302512866/,Екатеринбург,sale,flat,4,4,3,79.0,-1,0,8500000,-1,-1,-1,-1,-1,-1,7 м²,79826874708,Железнодорожный,проспект Седова,43,Уральская,
290,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/306932892/,Екатеринбург,sale,flat,12,16,3,76.8,-1,0,8540000,2016,-1,-1,-1,-1,"40,3 м²","18,6 м²",79122522191,Чкаловский, Палисадная,18,Ботаническая,
291,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/306963875/,Екатеринбург,sale,flat,3,8,3,80.0,-1,0,8500000,-1,-1,-1,-1,-1,51 м²,12 м²,79826514649,, Павла Шаманова,7,Геологическая,
292,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/304532625/,Екатеринбург,sale,flat,4,9,3,74.7,-1,0,8500000,2024,-1,-1,-1,-1,-1,"20,7 м²",79122521586,Железнодорожный,Сортировочный жилрайон,,Уральская,Квартал Депо ЖК
293,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/283097347/,Екатеринбург,sale,flat,17,25,3,88.0,-1,0,8500000,2010,-1,-1,-1,-1,49 м²,"12,6 м²",79826513715,Железнодорожный, Техническая,158,,
0,TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/303823705/,Екатеринбург,sale,flat,2,21,4,79.9,-1,0,11111200,2027,-1,-1,-1,Без отделки,"48,8 м²","9,3 м²",73432261635,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК
1,Новосел,real_estate_agent,https://ekb.cian.ru/sale/flat/305491009/,Екатеринбург,sale,flat,4,10,4,151.0,-1,0,27990000,2007,-1,-1,-1,-1,80 м²,20 м²,79623860679,Центр, Николая Никонова,18,Динамо,
2,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/301382641/,Екатеринбург,sale,flat,1,16,4,83.3,-1,0,9490000,1991,-1,-1,-1,-1,"51,4 м²",9 м²,79826513715,Центр, Шейнкмана,132,Геологическая,
3,Первостроитель,developer,https://ekb.cian.ru/sale/flat/272590591/,Екатеринбург,sale,flat,13,25,4,123.4,-1,0,25161000,2022,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая, чистовая с мебелью","73,8 м²","13,2 м²",73432261789,Кировский, Мира,47,Геологическая,Проспект Мира. Компаунд
4,Атомстройкомплекс,real_estate_agent,https://ekb.cian.ru/sale/flat/300806317/,Екатеринбург,sale,flat,10,17,4,135.4,-1,0,24200000,2008,-1,-1,-1,-1,96 м²,"14,9 м²",79826109171,Центр, Николая Никонова,10,Динамо,
5,Эталон,developer,https://ekb.cian.ru/sale/flat/308413905/,Екатеринбург,sale,flat,3,16,4,93.5,-1,0,10398160,2026,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","46,6 м²","19,7 м²",73432267543,Чкаловский,,,Ботаническая,Жилой район Солнечный
6,Profrealt,real_estate_agent,https://ekb.cian.ru/sale/flat/309127098/,Екатеринбург,sale,flat,5,9,4,77.4,-1,0,8900000,1983,-1,-1,-1,-1,"52,4 м²",8 м²,79193916705,Ленинский, Академика Постовского,16,Чкаловская,
7,Эталон,developer,https://ekb.cian.ru/sale/flat/308412289/,Екатеринбург,sale,flat,19,25,4,71.29,-1,0,8623444,2024,-1,Монолитно-кирпичный,-1,Предчистовая,"49,1 м²","9,2 м²",73432260872,Железнодорожный,Сортировочный жилрайон,,Уральская,Раута ЖК
8,Анастасия Лоскутова,realtor,https://ekb.cian.ru/sale/flat/303210708/,Екатеринбург,sale,flat,5,6,4,93.2,-1,0,7500000,1941,-1,-1,-1,-1,-1,13 м²,79826651435,Орджоникидзевский, Краснофлотцев,7,Уралмаш,
9,Новосел,real_estate_agent,https://ekb.cian.ru/sale/flat/305268156/,Екатеринбург,sale,flat,12,23,4,187.0,-1,0,49990000,2012,-1,-1,-1,-1,57 м²,70 м²,79623860679,Центр, Шейнкмана,121,Геологическая,
10,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/307076517/,Екатеринбург,sale,flat,4,4,4,83.8,-1,0,5500000,1932,-1,-1,-1,-1,"60,2 м²",8 м²,79122515743,Орджоникидзевский, Ильича,10,Уралмаш,
11,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/307886848/,Екатеринбург,sale,flat,6,19,4,108.0,-1,0,21600000,2006,-1,-1,-1,-1,"54,8 м²","28,3 м²",79126908314,Октябрьский, Белинского,86,Геологическая,
12,ACONS GROUP,developer,https://ekb.cian.ru/sale/flat/306317400/,Екатеринбург,sale,flat,2,16,4,171.0,-1,0,35445000,2023,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, черновая, чистовая","85,1 м²","38,3 м²",73432261672,, Машинная,1в/3,Чкаловская,Clever park
13,БК-НЕДВИЖИМОСТЬ,real_estate_agent,https://ekb.cian.ru/sale/flat/300317992/,Екатеринбург,sale,flat,2,6,4,142.0,-1,0,25400000,1999,-1,-1,-1,-1,82 м²,19 м²,79120516011,Центр, Красноармейская,78,Геологическая,
14,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/308014200/,Екатеринбург,sale,flat,9,25,4,143.0,-1,0,14250000,2015,-1,-1,-1,-1,76 м²,"15,5 м²",79827410396,Ленинский,бульвар Академика Н.А. Семихатова,18,Чкаловская,
15,ЖилСтрой,developer,https://ekb.cian.ru/sale/flat/306268518/,Екатеринбург,sale,flat,4,21,4,102.74,-1,0,15275000,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","55,5 м²","11,4 м²",73432261630,,,,Чкаловская,Горки ЖК
16,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/303946790/,Екатеринбург,sale,flat,6,10,4,112.4,-1,0,12750000,1998,-1,-1,-1,-1,"75,8 м²","9,4 м²",79122515743,Чкаловский, Гастелло,1,Ботаническая,
17,ID 99062707,homeowner,https://ekb.cian.ru/sale/flat/306179331/,Екатеринбург,sale,flat,4,5,4,80.5,-1,0,8500000,2000,-1,-1,-1,-1,-1,"9,8 м²",79826409865,Чкаловский, Многостаночников,22,Ботаническая,
18,Страна Девелопмент,developer,https://ekb.cian.ru/sale/flat/295190245/,Екатеринбург,sale,flat,12,24,4,79.98,-1,0,11920000,2025,-1,Монолитный,-1,"Предчистовая, черновая, чистовая, чистовая с мебелью","49,3 м²","20,1 м²",73432261728,Орджоникидзевский, Шефская,22А,Проспект Космонавтов,Страна.Энтузиастов
19,Диал,real_estate_agent,https://ekb.cian.ru/sale/flat/306522915/,Екатеринбург,sale,flat,7,12,4,99.7,-1,0,8600000,-1,-1,-1,-1,-1,"47,2 м²",8 м²,79126316275,Железнодорожный, Армавирская,17,Машиностроителей,
20,ID 48096927,realtor,https://ekb.cian.ru/sale/flat/309202314/,Екатеринбург,sale,flat,4,4,4,93.7,-1,0,8490000,-1,-1,-1,-1,-1,"52,7 м²","20,2 м²",79126521562,Кировский, Данилы Зверева,12,Машиностроителей,
21,Стройтэк,developer,https://ekb.cian.ru/sale/flat/300645696/,Екатеринбург,sale,flat,2,18,4,92.85,-1,0,10140000,2024,-1,Монолитно-кирпичный,-1,Чистовая,"55,1 м²","14,5 м²",73432261797,Железнодорожный, Софьи Перовской,106А,Уральская,Абрикос
22,BAZA Development,developer,https://ekb.cian.ru/sale/flat/307695907/,Екатеринбург,sale,flat,13,29,4,106.23,-1,0,15788859,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","43,1 м²",23 м²,73432260927,, Шаумяна,11,Чкаловская,Дом 
23,ИП Шумская О. Ю.,real_estate_agent,https://ekb.cian.ru/sale/flat/308697660/,Екатеринбург,sale,flat,3,4,4,91.0,-1,0,11000000,-1,-1,-1,-1,-1,-1,-1,79126706936,Орджоникидзевский, Культуры,8,,
24,АТОМ,developer,https://ekb.cian.ru/sale/flat/304673728/,Екатеринбург,sale,flat,3,15,4,107.76,-1,0,17300000,2026,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,"Предчистовая, чистовая","49,5 м²","19,5 м²",73432261798,Орджоникидзевский,,,Уралмаш,Северное Сияние ЖК
25,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/302313543/,Екатеринбург,sale,flat,3,20,4,130.3,-1,0,56500000,-1,-1,-1,-1,-1,"57,3 м²",34 м²,79122847660,Центр,набережная Олимпийская,9/1,Динамо,
26,ID 108018422,homeowner,https://ekb.cian.ru/sale/flat/305197842/,Екатеринбург,sale,flat,3,3,4,105.0,-1,0,13200000,2019,-1,-1,-1,-1,63 м²,21 м²,79126134810,Кировский, Изоплитная,23В,Машиностроителей,
27,АТОМ,developer,https://ekb.cian.ru/sale/flat/304055981/,Екатеринбург,sale,flat,5,26,4,105.36,-1,0,13900000,2026,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","53,3 м²","25,6 м²",73432267519,, Академика Парина,,Чкаловская,Речной квартал
28,Кулиговская и Партнёры,real_estate_agent,https://ekb.cian.ru/sale/flat/287610675/,Екатеринбург,sale,flat,14,24,4,121.0,-1,0,42000000,-1,-1,-1,-1,-1,73 м²,43 м²,79126908314,Центр, Радищева,24,Геологическая,Форум Сити
29,Ольга Майданик,realtor,https://ekb.cian.ru/sale/flat/309557344/,Екатеринбург,sale,flat,13,14,4,235.9,-1,0,49900000,-1,-1,-1,-1,-1,-1,65 м²,79827610857,Центр, Радищева,31,Геологическая,
30,Гринвич,representative_developer,https://ekb.cian.ru/sale/flat/300145628/,Екатеринбург,sale,flat,5,29,4,110.76,-1,0,18519072,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432261705,, Шаумяна,11,Чкаловская,Дом 
31,Самолет Плюс Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306869397/,Екатеринбург,sale,flat,4,4,4,94.8,-1,0,7500000,1955,-1,-1,-1,-1,"70,6 м²",10 м²,79122515743,Орджоникидзевский, Фестивальная,9,Уралмаш,
32,PRINZIP,developer,https://ekb.cian.ru/sale/flat/305967885/,Екатеринбург,sale,flat,10,23,4,95.1,-1,0,12172800,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая",-1,-1,73432261658,Орджоникидзевский,переулок Сосновый,,Проспект Космонавтов,Парк Победы
33,МФЦ Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/305533055/,Екатеринбург,sale,flat,12,17,4,132.0,-1,0,15199000,2016,-1,-1,-1,-1,75 м²,47 м²,79126607881,Орджоникидзевский, Республиканская,5,Проспект Космонавтов,
34,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/309361407/,Екатеринбург,sale,flat,4,9,4,137.6,-1,0,23290000,2009,-1,-1,-1,-1,88 м²,17 м²,79827015905,Центр, Вайнера,60,Геологическая,
35,Железно,developer,https://ekb.cian.ru/sale/flat/307319159/,Екатеринбург,sale,flat,4,8,4,121.0,-1,0,13783437,2025,-1,"Монолитно-кирпичный, кирпичный",-1,"Предчистовая, чистовая",68 м²,-1,73432267491,,,,Чкаловская,Лес ЖК
36,ID 115311554,homeowner,https://ekb.cian.ru/sale/flat/309662405/,Екатеринбург,sale,flat,5,9,4,63.4,-1,0,6700000,-1,-1,-1,-1,-1,-1,6 м²,79126636878,Чкаловский, Санаторная,35,Ботаническая,
37,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/308829308/,Екатеринбург,sale,flat,3,10,4,78.5,-1,0,6100000,1995,-1,-1,-1,-1,-1,9 м²,79193923707,Октябрьский, Бахчиванджи,1Д,Геологическая,
38,ID 14129800,realtor,https://ekb.cian.ru/sale/flat/309160846/,Екатеринбург,sale,flat,9,9,4,78.0,-1,0,6799999,1991,-1,-1,-1,-1,55 м²,7 м²,79126202107,Орджоникидзевский, Индустрии,57/1,Проспект Космонавтов,
39,Проспект Групп,developer,https://ekb.cian.ru/sale/flat/296386413/,Екатеринбург,sale,flat,2,24,4,96.24,-1,0,11379709,2025,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,73432260878,Кировский, Владимира Высоцкого,7/4,Динамо,Гранит
40,Гармония Вашего Дома,real_estate_agent,https://ekb.cian.ru/sale/flat/308799875/,Екатеринбург,sale,flat,5,6,4,100.2,-1,0,5990000,-1,-1,-1,-1,-1,61 м²,9 м²,79826207527,Железнодорожный, Минометчиков,44,Уральская,
41,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/309175753/,Екатеринбург,sale,flat,5,5,4,60.5,-1,0,3850000,1980,-1,-1,-1,-1,-1,6 м²,79826415011,Кировский, Мурзинская,28А,Машиностроителей,
42,BAZA Development,developer,https://ekb.cian.ru/sale/flat/305380586/,Екатеринбург,sale,flat,12,29,4,106.91,-1,0,18399211,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432260927,, Шаумяна,11,Чкаловская,Дом 
43,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/304770596/,Екатеринбург,sale,flat,3,5,4,61.2,-1,0,6300000,1978,-1,-1,-1,-1,"45,4 м²","5,8 м²",79120511569,, Уктусская,58,Чкаловская,
44,ID 15611899,real_estate_agent,https://ekb.cian.ru/sale/flat/308884945/,Екатеринбург,sale,flat,6,14,4,92.3,-1,0,11500000,Позвоните автору,-1,-1,-1,-1,60 м²,"9,7 м²",79827013976,Кировский, Сулимова,6,Машиностроителей,
